Unnamed: 0,path,contrast_0,dissimilarity_0,homogeneity_0,energy_0,correlation_0,entropy_0,asm_0,contrast_45,dissimilarity_45,homogeneity_45,energy_45,correlation_45,entropy_45,asm_45,contrast_90,dissimilarity_90,homogeneity_90,energy_90,correlation_90,entropy_95,asm_90,contrast_135,dissimilarity_135,homogeneity_135,energy_135,correlation_135,entropy_135,asm_135,labels
0,datasets/ayam\download.jpg,20.880116421568815,1.4474264705882476,0.7828979056798769,0.37352348189773765,0.9920736356718083,-83275520.03280781,5.699516020168116e-06,25.29810073048846,1.619946174548266,0.7708140547648421,0.371520633784569,0.9904206272503379,-83275520.03280781,5.66895498328505e-06,6.732337622549093,0.7963694852941313,0.8340146474974263,0.3800375163229738,0.9974445831937633,-83275520.03280781,5.7989122974086575e-06,25.661130334486817,1.6348942714340828,0.7694322383874759,0.37146464561806813,0.9902831625476349,-83275520.03280781,5.668100671662417e-06,ayam
1,datasets/ayam\egg-white-food-protein-162712.jpeg,111.13736213235298,3.881204044117651,0.6697011947129328,0.029679690386322267,0.9749365183589146,-62900036.35423477,5.374321482358039e-07,133.86485198000818,4.417347174163828,0.6418397807809012,0.027133692199241378,0.969880950937432,-62900036.35423477,4.913298723266886e-07,104.96645220588209,3.8400428921568315,0.6769467797497322,0.03107095790981834,0.9763342877117622,-62900036.35423477,5.626248602954883e-07,153.39243367935484,4.750649750096124,0.6381573429845847,0.02706182240557228,0.9654873983359711,-62900036.35423477,4.900284727129431e-07,ayam
2,datasets/ayam\images (1).jpg,49.76395526960738,3.2058363970588184,0.5703547560655401,0.005942900355895268,0.995225416335032,-38218959.68330938,1.0404055173920744e-07,72.50918877354862,3.9604767397155287,0.5156540897929336,0.00510342383027496,0.9930408392099164,-38218959.68330938,8.934409114467464e-08,49.85883884803879,3.228661151960773,0.5465398404900877,0.0058258043734305915,0.9952082863031253,-38218959.68330938,1.0199058793492046e-07,109.714632833526,4.950342176086147,0.47001335848807874,0.004995276976988563,0.9894700001618084,-38218959.68330938,8.745079702716274e-08,ayam
3,datasets/ayam\images.jpg,10.207475490196156,1.1315870098039316,0.7224100055347439,0.008220992038819203,0.9916835696637123,-63674244.20491443,1.5540627672626093e-07,14.741514801999251,1.5149096501345705,0.6520736743786925,0.006349473666783884,0.9880287080682979,-63674244.20491443,1.200278575951585e-07,4.511734068627468,0.8258272058823621,0.7639229998380704,0.008917541621236426,0.996329711181275,-63674244.20491443,1.6857356561883605e-07,13.400261437908577,1.4208381391772507,0.6763903617205493,0.0066768345833331496,0.989117885873128,-63674244.20491443,1.2621615469438845e-07,ayam
4,datasets/ayam\IMG_20220818_154051.jpg,212.53958333333017,6.299969362744504,0.42096708172304576,0.0007067115487432719,0.9754741123170536,-31430509.678922135,1.3130045123797412e-08,375.7716416762795,9.239569396385948,0.3320913407604396,0.0004800712351340337,0.9567010041839457,-31430509.678922135,8.91927829841769e-09,326.4679074754931,8.522411151959858,0.344520568444438,0.0005162212015435769,0.9623297694711812,-31430509.678922135,9.590911146395232e-09,372.7060668973474,9.17508650519027,0.3418856167020002,0.0005007018712378244,0.9570542475407299,-31430509.678922135,9.302576382985738e-09,ayam
5,datasets/ayam\IMG_20220818_160129.jpg,31.75799632352978,2.7360600490194877,0.5105332912145764,0.001785604498194805,0.995806992235021,-23668118.83311941,3.404977971806039e-08,90.42497500961099,4.886305267205015,0.3863372709528923,0.0010419041799349345,0.9880955881305677,-23668118.83311941,1.986812188812064e-08,68.35700061274446,4.289874387254666,0.4011499936048096,0.0010885512173427888,0.990986263319441,-23668118.83311941,2.0757636531393163e-08,83.57170319108002,4.764936562860544,0.3903043384053403,0.0010099212129839159,0.988997767214232,-23668118.83311941,1.9258237123317934e-08,ayam
6,datasets/ayam\istockphoto-104103608-612x612 (1).jpg,44.16790747549022,1.7774662990196186,0.7618968372050976,0.33262062292747985,0.9887796247413017,-79900382.95630576,5.075387923087766e-06,62.36335255670926,2.2221760861207365,0.7400597787642516,0.32695106253310136,0.9841895836234833,-79900382.95630576,4.9888772969528405e-06,30.25839460784325,1.5525735294117853,0.7678118223712882,0.33538108734752703,0.9923132763362641,-79900382.95630576,5.1175092673878026e-06,55.43321799307966,2.1272279892349255,0.7398340461827643,0.32714783232604616,0.9859465244723427,-79900382.95630576,4.991879765717257e-06,ayam
7,datasets/ayam\istockphoto-119094646-612x612.jpg,117.86623774509756,1.7564644607843192,0.8511563990666027,0.613216166483444,0.9799452435237694,-82611454.44306721,9.356936134085755e-06,136.73796232218388,1.8680815071126535,0.8537804349390443,0.6100122707366713,0.9768060697423346,-82611454.44306721,9.308048564707509e-06,54.28583026960789,0.9829197303921688,0.9039612544269073,0.6151167321415967,0.9907633448609597,-82611454.44306721,9.385936464562938e-06,151.96664359861595,2.081522491349504,0.8443207452387581,0.6099132641883072,0.9742229691620574,-82611454.44306721,9.306537844670214e-06,ayam
8,datasets/ayam\istockphoto-119390768-612x612.jpg,43.2067401960785,1.9963235294117982,0.6955100070998625,0.2294985061991632,0.9918638235443071,-76093598.43344563,3.50186929625188e-06,52.002829680892326,2.4965474817378244,0.658149677671273,0.22498754032585283,0.9902223201689972,-76093598.43344563,3.433037419522901e-06,23.21865808823549,1.7254595588235586,0.7053716024696854,0.22955720578097968,0.9956277400606254,-76093598.43344563,3.5027649807888746e-06,64.31311034217654,2.550280661284133,0.6729320003427633,0.22470476463300942,0.9879077156816177,-76093598.43344563,3.428722604873801e-06,ayam
9,datasets/ayam\istockphoto-1299787001-612x612.jpg,201.75643382352723,4.509099264705756,0.6233905199525548,0.0647329913721961,0.9820684185024116,-68629027.64642707,9.877470607329727e-07,266.8781391772355,5.259038831218854,0.6029286093052157,0.062010039672139826,0.9763154095064017,-68629027.64642707,9.461981151144383e-07,104.8505821078423,3.2761029411764215,0.6640808661322007,0.06646489091672973,0.9906817069514033,-68629027.64642707,1.0141737505604512e-06,267.8244059976904,5.404413687043538,0.5902078505886661,0.06210201695411564,0.9762314198514817,-68629027.64642707,9.476015770586492e-07,ayam
